player_name,player_number,player_team,game_date,game_time,game_opponent,game_location,game_type,stat_hits,stat_rbis,stat_at_bats,stat_singles,stat_doubles,stat_triples,stat_homeruns,stat_sacrifice,stat_strikeouts
MARTIN DOMINGUEZ,92,FLA,6/18/2023,1700,ATL,away,regular,1,1,1,1,0,0,0,0,0
MARTIN BIRD,74,NYG,10/5/2023,1400,SD,home,postseason,1,1,2,1,0,0,0,0,1
BARRY POOLE,19,SLB,7/22/2023,2000,BOR,away,regular,2,2,4,1,1,0,0,1,1
BILL RUBIO,33,FLA,9/17/2023,1400,CAL,away,regular,1,1,4,1,0,0,0,0,3
BOB FINLEY,93,PHB,9/26/2023,1700,CHC,away,regular,0,0,2,0,0,0,0,0,2
ADAM MORROW,57,PHB,10/12/2023,1200,PHI,home,postseason,1,1,2,1,0,0,0,1,0
BILLY CHARLES,66,CHC,9/2/2023,2000,MIN,home,regular,1,1,2,1,0,0,0,1,0
JAMES LYONS,75,TEX,5/21/2023,1800,NYY,home,regular,2,2,2,1,1,0,0,0,0
WILL CARNEY,40,OAK,8/8/2023,1800,MTL,home,regular,2,2,6,1,1,0,0,1,3
JAMES MCLAUGHLIN,12,OAK,5/9/2023,1600,TOR,away,regular,0,0,2,0,0,0,0,0,2
BARRY KANE,7,MIA,5/27/2023,1600,PHP,away,regular,1,1,2,1,0,0,0,0,1
TJ OCONNOR,76,CHC,4/5/2023,1400,CIN,home,regular,1,1,2,1,0,0,0,1,0
LARRY GRIFFITH,19,BAL,8/18/2023,1700,NY,away,regular,1,1,3,1,0,0,0,0,2
BARRY BUSH,61,SEA,4/30/2023,1400,MTL,away,regular,1,1,4,1,0,0,0,0,3
TJ FLEMING,34,BKN,6/1/2023,1600,LAA,away,regular,4,3,6,1,1,0,2,0,2
BARRY WOOD,97,OAK,9/12/2023,1800,MIA,away,regular,2,2,4,1,0,1,0,1,1
TJ LIVINGSTON,62,CHC,6/23/2023,1200,HOU,away,regular,1,1,4,1,0,0,0,0,3
WALKER KOCH,89,TB,9/11/2023,1900,BOU,away,regular,4,2,6,1,0,0,3,0,2
JAMES BREWER,86,PHB,9/9/2023,2000,NYH,away,regular,1,1,4,1,0,0,0,0,3
BILL JONES,92,CHI,10/5/2023,2000,BAL,away,postseason,0,0,4,0,0,0,0,1,3
JAMES BENTON,35,SF,4/17/2023,1200,NYM,away,regular,0,0,1,0,0,0,0,0,1
MARTIN CAMACHO,14,COL,10/30/2023,1200,AZ,home,postseason,1,1,2,1,0,0,0,0,1
BOB HOUSTON,77,SD,6/1/2023,1400,BOU,home,regular,1,1,2,1,0,0,0,1,0
JACKSON ZAVALA,30,NY,8/12/2023,1200,HOU,home,regular,1,1,4,1,0,0,0,0,3
JOHNNY MACDONALD,39,NY,9/9/2023,1900,DET,home,regular,1,1,5,1,0,0,0,1,3
WILLIAM ROMERO,51,BOR,7/6/2023,1900,PHA,home,regular,1,1,3,1,0,0,0,1,1
BILL BERGER,61,OAK,4/24/2023,1800,BAL,away,regular,0,0,1,0,0,0,0,1,0
BOB BOOTH,18,TOR,10/19/2023,1800,AZ,away,postseason,0,0,1,0,0,0,0,0,1
ADAM NOVAK,93,STL,4/19/2023,1700,NY,home,regular,0,0,2,0,0,0,0,0,2
BARRY BARR,41,CHO,4/16/2023,1700,MIA,away,regular,3,1,7,2,1,0,0,1,3
WALKER GATES,62,WSH,6/6/2023,1600,MTL,away,regular,4,2,6,1,1,0,2,0,2
BILLY HUFF,1,CIN,5/24/2023,1900,SD,home,regular,3,1,5,2,0,1,0,0,2
WALKER BERNARD,19,FLA,9/22/2023,1600,SEA,away,regular,0,0,3,0,0,0,0,0,3
JAKE KAUFMAN,95,NY,8/2/2023,1600,BSN,away,regular,0,0,3,0,0,0,0,0,3
LARRY HOUSTON,30,NYM,7/7/2023,1500,TB,home,regular,1,1,1,1,0,0,0,0,0
GARY PRATT,97,SLC,9/13/2023,1900,PHI,away,regular,1,1,2,1,0,0,0,0,1
THOMAS ROJAS,84,TOR,10/28/2023,1800,PHA,home,postseason,1,1,3,1,0,0,0,0,2
BOB RIVERA,51,BOU,10/3/2023,1800,CHC,home,postseason,1,1,3,1,0,0,0,1,1
JOHNNY FLETCHER,76,BOD,4/10/2023,1800,BOR,away,regular,2,2,4,1,0,1,0,0,2
MARTIN CUNNINGHAM,5,BKN,9/9/2023,1600,HOU,home,regular,1,1,2,1,0,0,0,0,1
RODRIGO MOON,83,TB,10/2/2023,1500,NYY,home,postseason,2,1,3,1,1,0,0,1,0
EVAN PETERSON,71,FLA,7/29/2023,1200,SLB,home,regular,1,1,3,1,0,0,0,0,2
BILL KAISER,41,NYM,4/21/2023,1800,NY,home,regular,1,1,3,1,0,0,0,0,2
BILLY MCDOWELL,95,NYH,7/30/2023,1400,BSN,away,regular,0,0,0,0,0,0,0,0,0
WILLIAM WILSON,5,AZ,9/10/2023,1300,KC,home,regular,1,1,5,1,0,0,0,1,3
WALKER BUSH,32,CIN,6/6/2023,1500,NYY,away,regular,0,0,3,0,0,0,0,0,3
WALKER BLAKE,69,KC,9/12/2023,1700,FLA,away,regular,1,1,4,1,0,0,0,0,3
LARRY BOYER,28,AZ,7/18/2023,1900,SLB,home,regular,2,2,5,1,0,1,0,1,2
GARY RIVERA,75,WSH,9/20/2023,1400,LAA,home,regular,0,0,3,0,0,0,0,0,3
LARRY SNYDER,34,HOU,7/1/2023,1900,ATL,away,regular,1,1,2,1,0,0,0,1,0
TJ HICKMAN,67,DET,9/23/2023,1700,SLC,home,regular,2,1,4,2,0,0,0,0,2
TJ WANG,46,NY,10/23/2023,1500,PHB,home,postseason,1,1,1,1,0,0,0,0,0
GARY MELENDEZ,96,CWS,5/16/2023,1700,PHP,home,regular,2,1,4,2,0,0,0,0,2
JACOB HARRISON,35,SF,5/22/2023,1600,LA,away,regular,2,1,6,1,0,1,0,1,3
JAKE STEVENSON,36,KC,6/2/2023,1600,BOS,home,regular,2,1,2,0,2,0,0,0,0
EVAN HOLLAND,3,AZ,4/9/2023,1700,SLC,home,regular,2,2,5,2,0,0,0,1,2
BILLY COOKE,85,MIL,6/10/2023,1600,CIN,home,regular,1,1,5,1,0,0,0,1,3
WILL BERGER,53,PHB,4/27/2023,1400,TEX,home,regular,1,1,4,1,0,0,0,0,3
WALKER HOLDEN,2,KC,9/8/2023,1400,PHI,home,regular,3,3,3,1,0,0,2,0,0
JOHNNY FIGUEROA,40,SD,6/25/2023,1200,MIA,home,regular,0,0,1,0,0,0,0,1,0
WALKER JARVIS,62,TEX,6/14/2023,1700,BOS,home,regular,1,1,2,1,0,0,0,0,1
BOB KHAN,4,BOU,7/31/2023,1500,MTL,home,regular,1,1,2,1,0,0,0,1,0
ADAM DILLON,54,FLA,5/4/2023,1400,NYG,away,regular,0,0,3,0,0,0,0,0,3
WILLIAM KELLY,98,MIN,8/31/2023,1400,BOD,home,regular,2,1,3,1,0,0,1,1,0
JACKSON OBRIEN,80,CAL,7/4/2023,1600,SLB,away,regular,1,1,1,1,0,0,0,0,0
BILLY ZUNIGA,54,CHO,8/15/2023,1700,MIN,away,regular,1,1,5,1,0,0,0,1,3
JAMES MONTES,89,PHA,7/7/2023,1600,MIN,home,regular,3,3,5,1,1,0,1,0,2
WILL COLE,45,NY,7/27/2023,1600,TEX,away,regular,1,1,2,1,0,0,0,0,1
JACKSON CALDWELL,87,CAL,9/3/2023,1200,LA,home,regular,2,1,5,1,1,0,0,0,3
MARTIN SHEA,21,ATL,6/24/2023,2000,TB,home,regular,1,1,4,0,0,1,0,0,3
WALKER DELGADO,94,TB,8/16/2023,2000,SD,away,regular,0,0,2,0,0,0,0,0,2
JAKE CHANDLER,57,NY,9/28/2023,2000,NYH,away,regular,1,1,3,1,0,0,0,0,2
WILLIAM REYES,43,SD,5/16/2023,1500,ATL,away,regular,1,1,2,1,0,0,0,1,0
TJ WALTER,59,AZ,5/5/2023,1500,SD,home,regular,1,1,3,1,0,0,0,0,2
TJ PADILLA,36,CIN,5/19/2023,1600,LAA,away,regular,1,1,3,1,0,0,0,0,2
BILLY MARSH,7,AZ,8/20/2023,1500,MIN,home,regular,1,1,1,1,0,0,0,0,0
THOMAS MACK,6,CWS,10/17/2023,1200,BOA,away,postseason,1,1,2,1,0,0,0,0,1
RODRIGO LARA,44,NYG,6/28/2023,1200,CHC,away,regular,0,0,1,0,0,0,0,1,0
WILLIAM CHURCH,69,PHA,9/27/2023,1600,CHI,home,regular,1,1,2,1,0,0,0,1,0
JOHNNY RANGEL,50,BAL,6/16/2023,1700,KC,away,regular,3,1,6,2,1,0,0,0,3
MARTIN TRUJILLO,70,SD,10/21/2023,1900,BOR,away,postseason,0,0,1,0,0,0,0,0,1
WILL VALDEZ,35,NYG,10/18/2023,2000,NYY,away,postseason,0,0,3,0,0,0,0,0,3
GARY GALVAN,71,CHC,9/5/2023,1300,COL,away,regular,1,1,1,1,0,0,0,0,0
LARRY SHEA,81,BOR,4/2/2023,1300,CWS,away,regular,1,1,2,1,0,0,0,0,1
RODRIGO CHRISTENSEN,1,PHI,5/24/2023,1400,SF,home,regular,1,1,4,1,0,0,0,0,3
MARTIN CLINE,65,BKN,6/10/2023,1600,LA,home,regular,2,2,5,2,0,0,0,0,3
GARY HARRISON,9,CHI,4/7/2023,1200,NY,home,regular,1,1,4,1,0,0,0,0,3
TAYLOR HOWE,86,PHI,4/18/2023,1800,OAK,home,regular,1,1,3,1,0,0,0,1,1
JAKE NEAL,18,BOS,4/9/2023,1500,BOD,home,regular,1,1,1,1,0,0,0,0,0
BILLY STEVENSON,66,BOU,7/4/2023,1300,TEX,away,regular,2,2,3,1,0,0,1,0,1
BOB KIRK,46,NYM,7/21/2023,1700,CWS,away,regular,1,1,3,1,0,0,0,1,1
BARRY DELGADO,90,SD,8/25/2023,1400,FLA,home,regular,1,1,4,1,0,0,0,0,3
WILL DURHAM,25,PHP,5/4/2023,1900,CHC,away,regular,3,2,5,1,0,0,2,0,2
RODRIGO BELL,24,MTL,5/2/2023,1700,HOU,home,regular,3,3,4,1,1,0,1,0,1
TAYLOR ROSE,47,MIN,10/22/2023,1900,PHI,away,postseason,4,2,6,1,0,0,3,0,2
MARTIN DYER,8,CWS,5/16/2023,2000,TEX,home,regular,1,1,4,1,0,0,0,0,3
JACKSON BISHOP,8,BOD,5/26/2023,2000,PHI,home,regular,1,1,4,1,0,0,0,1,2
JAMES MORGAN,26,BAL,4/23/2023,1600,ANA,home,regular,1,1,2,1,0,0,0,1,0
BOB MCINTOSH,8,NYG,10/28/2023,1500,SD,home,postseason,2,1,2,2,0,0,0,0,0
MARTIN WOODWARD,3,BOD,6/26/2023,1600,HOU,home,regular,1,1,5,1,0,0,0,1,3
BILLY MOODY,77,MTL,6/10/2023,1900,LA,away,regular,1,1,2,1,0,0,0,1,0
JACKSON RICHARDSON,47,ATL,7/23/2023,1800,BSN,home,regular,1,1,2,1,0,0,0,1,0
JAKE GARDNER,75,BOS,9/8/2023,1700,PHA,away,regular,1,1,4,1,0,0,0,1,2
WILLIAM COLLINS,73,KC,8/15/2023,1600,SLB,home,regular,1,1,4,1,0,0,0,0,3
JAKE MAYO,39,MIL,5/25/2023,1700,LAD,home,regular,1,1,1,1,0,0,0,0,0
JACOB SEXTON,8,NYM,8/17/2023,1800,BOU,home,regular,1,1,2,1,0,0,0,0,1
ADAM LUNA,69,MIL,9/22/2023,1200,STL,home,regular,1,1,1,1,0,0,0,0,0
JACOB HUNT,84,MIL,4/30/2023,1200,PHI,away,regular,1,1,2,1,0,0,0,1,0
ADAM MOON,84,CIN,5/10/2023,1500,CHC,home,regular,2,2,4,2,0,0,0,0,2
ADAM HORTON,99,PHP,8/6/2023,1900,SLB,home,regular,2,1,3,2,0,0,0,0,1
WILL FLOYD,8,HOU,8/26/2023,1500,BSN,home,regular,3,2,4,2,1,0,0,0,1
JAMES CHANDLER,81,COL,5/9/2023,1400,CLE,away,regular,1,1,4,1,0,0,0,0,3
WILLIAM HOLT,51,DET,7/10/2023,1600,KC,home,regular,1,1,2,1,0,0,0,0,1
ADAM VASQUEZ,23,SD,9/5/2023,1200,MIA,away,regular,1,1,3,1,0,0,0,0,2
JAMES FLOYD,57,NYG,4/25/2023,1600,BOD,home,regular,1,1,2,1,0,0,0,0,1
JACOB QUINN,61,BOR,8/30/2023,1700,BOS,away,regular,2,1,4,1,1,0,0,0,2
TAYLOR KELLER,56,FLA,5/24/2023,1800,STL,away,regular,3,1,6,1,0,0,2,1,2
JAKE LEVY,65,MIA,10/3/2023,2000,BOA,home,postseason,1,1,2,1,0,0,0,0,1
GARY NOLAN,37,CIN,10/30/2023,1500,BOD,away,postseason,2,1,6,1,1,0,0,1,3
JOHNNY SHIELDS,13,BOU,9/28/2023,1800,FLA,home,regular,3,1,5,1,0,0,2,0,2
JAMES CARRILLO,54,PHP,9/14/2023,1200,WSH,away,regular,2,1,5,1,1,0,0,0,3
BOB PARKS,3,MIL,9/1/2023,2000,TB,away,regular,3,3,4,1,2,0,0,1,0
GARY WHITEHEAD,35,CHO,7/23/2023,1300,PIT,away,regular,2,1,5,2,0,0,0,0,3
JAKE KENNEDY,10,NY,8/5/2023,1600,AZ,home,regular,2,1,3,1,0,0,1,0,1
BILLY OCHOA,28,PIT,9/17/2023,1200,BOU,home,regular,1,1,1,1,0,0,0,0,0
GARY SAWYER,3,TEX,5/19/2023,1800,WSH,away,regular,2,1,2,1,0,1,0,0,0
TJ GOULD,97,BSN,5/27/2023,2000,BKN,away,regular,1,1,2,1,0,0,0,0,1
JOHNNY YORK,73,PHB,8/17/2023,1700,BOD,away,regular,1,1,3,1,0,0,0,0,2
TAYLOR ESCOBAR,5,CHC,8/3/2023,1700,LAA,away,regular,1,1,1,1,0,0,0,0,0
LARRY ROACH,48,CHI,6/16/2023,1500,ATL,home,regular,2,1,3,2,0,0,0,0,1
BILLY NOBLE,8,BOS,5/14/2023,1600,BOR,away,regular,1,1,4,1,0,0,0,0,3
TJ KANE,50,KC,8/29/2023,1900,BSN,away,regular,1,1,4,1,0,0,0,0,3
WALKER DICKERSON,96,PHB,7/18/2023,1300,CWS,home,regular,1,1,1,1,0,0,0,0,0
JAMES KAUFMAN,35,MIN,4/22/2023,1600,BOS,home,regular,1,1,3,1,0,0,0,0,2
THOMAS HUGHES,56,BOS,7/6/2023,2000,MIA,away,regular,0,0,3,0,0,0,0,1,2
JAKE YATES,80,CHC,9/6/2023,1300,LAA,home,regular,1,1,4,1,0,0,0,1,2
TAYLOR WEBB,0,SLB,4/23/2023,1600,BAL,away,regular,1,1,2,1,0,0,0,0,1
JACKSON HAYNES,6,CIN,4/5/2023,1400,PHB,home,regular,2,1,2,1,0,0,1,0,0
JAKE ROBERTS,71,ATL,7/11/2023,1800,MIL,away,regular,1,1,4,1,0,0,0,0,3
WILLIAM MCDOWELL,92,BOS,9/27/2023,1400,HOU,home,regular,1,1,2,1,0,0,0,0,1
BARRY GAMBLE,14,HOU,5/28/2023,1400,BOS,away,regular,1,1,4,1,0,0,0,0,3
JOHNNY DECKER,67,LAD,5/14/2023,1600,BSN,away,regular,3,2,4,1,0,0,2,0,1
RODRIGO CHARLES,99,CHI,5/25/2023,1600,SEA,away,regular,1,1,2,1,0,0,0,0,1
BILLY JORDAN,20,BAL,9/5/2023,2000,BSN,home,regular,2,1,5,1,0,0,1,0,3
MARTIN HART,17,TEX,5/3/2023,1900,MTL,home,regular,1,1,3,1,0,0,0,0,2
BARRY JACKSON,87,MIA,8/27/2023,1200,CAL,away,regular,1,1,1,1,0,0,0,0,0
BILL BREWER,50,OAK,6/24/2023,1700,BOA,home,regular,1,1,2,1,0,0,0,1,0
JAKE PAYNE,9,TEX,10/20/2023,1300,HOU,home,postseason,1,1,4,1,0,0,0,0,3
THOMAS VANG,23,MIL,5/11/2023,1200,TB,home,regular,1,1,2,1,0,0,0,0,1
GARY HAWKINS,54,CWS,8/2/2023,1800,SEA,away,regular,3,3,4,1,1,0,1,1,0
RODRIGO GRANT,84,BAL,7/9/2023,1500,CIN,home,regular,3,1,6,0,1,0,2,0,3
WILL WEBER,64,KC,7/19/2023,1400,BOR,away,regular,1,1,2,1,0,0,0,0,1
BOB GEORGE,26,CHI,8/4/2023,1700,NYH,away,regular,1,1,1,1,0,0,0,0,0
JAKE HENSON,35,MIL,9/5/2023,1200,MIA,home,regular,1,1,4,1,0,0,0,0,3
WALKER RICH,43,SF,8/31/2023,1300,CAL,away,regular,1,1,3,1,0,0,0,0,2
JACOB MCCLAIN,96,PHI,8/8/2023,1900,PHB,home,regular,1,1,2,1,0,0,0,0,1
THOMAS KRUEGER,3,PHP,7/14/2023,1800,BOD,away,regular,1,1,3,1,0,0,0,0,2
WILL ZAVALA,43,BOR,9/16/2023,1400,CHC,away,regular,2,1,4,1,1,0,0,1,1
TAYLOR DUNLAP,76,SF,8/20/2023,1900,NYY,home,regular,1,1,4,1,0,0,0,0,3
JOHNNY RIVERS,31,PHI,4/1/2023,1700,SEA,away,regular,1,1,1,0,0,1,0,0,0
JAMES GRIFFITH,49,NYM,5/26/2023,1700,ANA,home,regular,2,1,5,1,0,0,1,0,3
TJ DALTON,20,SD,6/9/2023,1200,OAK,home,regular,3,2,5,2,1,0,0,0,2
TJ MERCADO,81,SLC,9/17/2023,1800,NYG,away,regular,1,1,4,1,0,0,0,0,3
BILL HARPER,36,MIL,5/25/2023,1800,CWS,away,regular,1,1,2,1,0,0,0,1,0
JACKSON PONCE,89,MTL,10/12/2023,2000,HOU,away,postseason,0,0,3,0,0,0,0,1,2
BOB WELCH,81,BAL,7/9/2023,1500,WSH,away,regular,2,2,3,2,0,0,0,0,1
RODRIGO HARRIS,90,BKN,5/6/2023,1700,CHI,home,regular,3,1,6,2,0,1,0,0,3
ADAM MARQUEZ,22,OAK,8/4/2023,1300,BOA,home,regular,2,1,3,1,1,0,0,0,1
THOMAS FARLEY,33,TOR,5/16/2023,1300,CWS,home,regular,1,1,2,1,0,0,0,0,1
BOB KIM,20,TOR,10/23/2023,1800,PHA,home,postseason,1,1,2,1,0,0,0,0,1
TJ GOODWIN,44,NY,8/1/2023,1300,COL,home,regular,2,1,4,1,1,0,0,0,2
JACKSON KING,18,BOS,4/7/2023,1900,PHP,home,regular,2,1,4,2,0,0,0,1,1
THOMAS HAAS,86,SF,9/4/2023,1400,BOU,away,regular,2,2,4,2,0,0,0,0,2
BILLY PARK,51,NYG,8/7/2023,2000,MIN,home,regular,1,1,4,1,0,0,0,1,2
BILL CASTILLO,97,COL,6/2/2023,1600,NYH,away,regular,3,3,6,2,0,1,0,0,3
JACKSON KRAMER,74,PIT,4/28/2023,1300,CHO,away,regular,1,1,1,1,0,0,0,0,0
THOMAS BRIGHT,86,TB,6/4/2023,1400,SF,home,regular,1,1,2,1,0,0,0,0,1
JACOB HURST,2,CHO,6/29/2023,1400,CHO,away,regular,1,1,3,1,0,0,0,0,2
WILLIAM MCCULLOUGH,6,FLA,8/29/2023,2000,SEA,home,regular,1,1,2,1,0,0,0,0,1
JAMES EDWARDS,45,BOD,6/11/2023,1600,BOD,away,regular,1,1,2,1,0,0,0,0,1
MARTIN GREEN,72,BOR,8/7/2023,1200,CLE,away,regular,4,4,5,2,0,0,2,0,1
THOMAS KIRK,77,SD,5/13/2023,1600,MIL,away,regular,1,1,2,1,0,0,0,1,0
BILLY POOLE,87,COL,5/13/2023,1200,ANA,away,regular,1,1,3,1,0,0,0,0,2
THOMAS ATKINS,6,CWS,10/17/2023,2000,ATL,away,postseason,1,1,3,1,0,0,0,1,1
TJ PHAM,65,LAD,8/3/2023,1800,OAK,away,regular,1,1,2,1,0,0,0,0,1
GARY WHITNEY,29,BOS,5/3/2023,1300,NYM,away,regular,1,1,5,1,0,0,0,1,3
WALKER TANNER,11,BOD,5/30/2023,1800,WSH,home,regular,1,1,1,1,0,0,0,0,0
MARTIN BURCH,39,ATL,7/9/2023,1900,SLB,home,regular,2,2,5,1,0,0,1,1,2
MARTIN SPARKS,76,NYM,8/25/2023,1900,MIN,home,regular,1,1,3,1,0,0,0,0,2
BILL CHARLES,22,WSH,6/7/2023,2000,BOU,home,regular,2,1,4,1,0,0,1,0,2
JACOB BAXTER,78,SF,10/18/2023,2000,PHB,home,postseason,3,3,5,2,0,0,1,1,1
JAKE WILEY,51,MTL,10/21/2023,1200,OAK,away,postseason,1,1,3,1,0,0,0,1,1
JACOB PATTON,33,BSN,5/8/2023,1800,TOR,away,regular,2,2,5,2,0,0,0,0,3
BOB ACEVEDO,47,BOU,10/19/2023,1600,LAD,home,postseason,2,1,3,1,1,0,0,0,1
JOHNNY SIMPSON,77,TEX,10/3/2023,1800,NY,away,postseason,1,1,3,1,0,0,0,1,1
WILLIAM KENT,39,STL,10/11/2023,2000,CHO,away,postseason,1,1,4,1,0,0,0,0,3
WALKER CHERRY,72,OAK,10/11/2023,1200,SEA,home,postseason,2,1,4,1,1,0,0,1,1
BOB CONTRERAS,57,MIA,7/17/2023,1300,WSH,away,regular,1,1,4,1,0,0,0,0,3
WALKER MEZA,17,BOD,7/7/2023,1700,SEA,home,regular,1,1,4,1,0,0,0,0,3
ADAM GAY,4,PIT,4/19/2023,2000,CAL,away,regular,1,1,3,1,0,0,0,0,2
TAYLOR WILKERSON,18,HOU,6/25/2023,1800,CLE,away,regular,1,1,1,0,1,0,0,0,0
JOHNNY STAFFORD,26,KC,5/28/2023,1300,NYG,away,regular,1,1,2,1,0,0,0,1,0
WILLIAM SCHROEDER,4,PHB,9/22/2023,1500,CWS,home,regular,1,1,2,1,0,0,0,0,1
JACOB MACDONALD,25,PHI,4/23/2023,1500,DET,home,regular,3,3,5,0,0,0,3,0,2
MARTIN BENITEZ,23,CLE,5/23/2023,1600,MIA,home,regular,1,1,4,1,0,0,0,1,2
BILLY HANCOCK,80,SF,5/11/2023,1800,STL,home,regular,3,1,5,1,0,0,2,0,2
MARTIN WHEELER,18,NYY,9/10/2023,1700,CHC,home,regular,2,1,5,1,0,0,1,0,3
GARY LUCAS,21,BAL,7/23/2023,1500,MIN,away,regular,2,1,4,1,0,1,0,0,2
ADAM VINCENT,41,KC,6/5/2023,1500,HOU,home,regular,1,1,3,1,0,0,0,0,2
LARRY HO,66,PIT,10/2/2023,1200,CHI,home,postseason,2,2,4,1,0,0,1,0,2
TJ JORDAN,22,NYY,10/29/2023,1400,NYH,away,postseason,2,1,3,1,0,0,1,1,0
GARY BELL,42,PIT,10/16/2023,1500,SLC,away,postseason,0,0,3,0,0,0,0,0,3
BILLY MEADOWS,60,TOR,7/3/2023,1700,NY,away,regular,1,1,3,1,0,0,0,1,1
JACOB CASTRO,10,PHP,8/2/2023,2000,NYH,away,regular,1,1,3,1,0,0,0,1,1
EVAN FISCHER,35,FLA,6/9/2023,1500,SEA,home,regular,1,1,4,1,0,0,0,0,3
JACOB HOGAN,55,NYG,6/7/2023,1600,PHP,away,regular,2,1,2,2,0,0,0,0,0
WILLIAM BRADSHAW,2,MTL,4/25/2023,1200,PHA,home,regular,2,1,6,1,0,0,1,1,3
TAYLOR GARZA,92,PHA,5/4/2023,1400,SLC,home,regular,2,1,6,1,0,0,1,1,3
THOMAS FINLEY,0,OAK,6/19/2023,1900,MIA,away,regular,1,1,2,1,0,0,0,0,1
ADAM TUCKER,94,PHB,10/19/2023,1700,MTL,away,postseason,1,1,4,0,1,0,0,0,3
WILL THOMAS,1,HOU,7/6/2023,2000,ATL,away,regular,2,1,4,1,1,0,0,0,2
TJ CAMACHO,2,SLC,10/29/2023,1500,BOA,home,postseason,1,1,4,1,0,0,0,0,3
JOHNNY RITTER,53,BOA,8/3/2023,1700,CHI,away,regular,2,1,4,1,1,0,0,0,2
TJ WOLF,14,PHI,8/13/2023,1600,NYG,away,regular,1,1,4,1,0,0,0,0,3
BOB SHANNON,25,SLC,10/27/2023,1200,MIA,away,postseason,3,2,5,2,1,0,0,0,2
RODRIGO NOBLE,93,PHP,10/4/2023,1900,SEA,away,postseason,1,1,3,1,0,0,0,0,2
BILL DALTON,18,MTL,5/31/2023,1600,CHC,home,regular,2,1,3,1,1,0,0,1,0
EVAN PENNINGTON,27,PHA,6/23/2023,1700,PHI,home,regular,0,0,3,0,0,0,0,0,3
THOMAS MORAN,19,SLC,8/5/2023,1300,PHI,away,regular,2,2,3,1,0,0,1,0,1
EVAN LEVINE,25,CLE,10/3/2023,1500,LA,away,postseason,2,2,3,2,0,0,0,1,0
WILLIAM PROCTOR,52,CHI,4/9/2023,2000,BOU,away,regular,1,1,1,1,0,0,0,0,0
JACKSON VALENCIA,75,COL,7/21/2023,1600,OAK,home,regular,1,1,4,1,0,0,0,0,3
TAYLOR SIMS,21,OAK,5/2/2023,1300,MIA,away,regular,1,1,1,1,0,0,0,0,0
LARRY EWING,81,PHP,9/3/2023,1900,TB,home,regular,0,0,0,0,0,0,0,0,0
WALKER PENNINGTON,54,PHA,4/8/2023,1300,BAL,away,regular,1,1,5,1,0,0,0,1,3
JACOB HORN,30,NY,7/11/2023,1300,NY,home,regular,1,1,1,1,0,0,0,0,0
BOB BLACKWELL,23,MIL,5/15/2023,1700,SF,home,regular,3,2,4,1,0,0,2,0,1
MARTIN ROBBINS,28,LAA,9/11/2023,1800,LA,away,regular,0,0,0,0,0,0,0,0,0
GARY DAVIES,88,NYG,6/17/2023,1400,HOU,home,regular,1,1,3,1,0,0,0,0,2
JAKE MCMILLAN,90,NYY,4/21/2023,1700,AZ,home,regular,1,1,3,1,0,0,0,0,2
EVAN ORR,8,CHO,7/29/2023,1600,CIN,away,regular,3,3,6,1,2,0,0,0,3
JACOB COFFEY,78,NY,4/27/2023,1800,NY,home,regular,1,1,4,1,0,0,0,0,3
TAYLOR WALTON,54,SD,6/21/2023,1200,BOU,away,regular,4,4,8,2,0,0,2,1,3
LARRY RITTER,15,BOD,5/6/2023,1900,COL,away,regular,1,1,2,1,0,0,0,1,0
BILLY LANDRY,32,NYM,5/26/2023,1600,BOA,away,regular,1,1,1,1,0,0,0,0,0
TJ AGUIRRE,83,CAL,4/6/2023,1900,SEA,away,regular,1,1,3,1,0,0,0,0,2
WALKER MATA,74,SD,7/14/2023,1400,NYH,home,regular,2,2,5,2,0,0,0,0,3
TJ VALENZUELA,64,SEA,5/31/2023,1200,CLE,away,regular,3,3,6,1,0,0,2,0,3
JACOB WRIGHT,1,PHA,5/14/2023,1500,CHC,away,regular,2,1,2,1,0,0,1,0,0
WALKER CAIN,51,TOR,6/15/2023,1800,ANA,home,regular,2,1,3,1,0,1,0,0,1
THOMAS RAYMOND,76,ATL,4/10/2023,2000,CHC,away,regular,2,2,3,1,0,0,1,0,1
GARY BRIDGES,67,COL,10/1/2023,1900,NYM,away,regular,2,1,2,2,0,0,0,0,0
WALKER BOYLE,18,PHP,5/15/2023,1500,BAL,home,regular,2,1,2,2,0,0,0,0,0
BILLY BRADSHAW,55,TOR,4/17/2023,1600,CAL,away,regular,1,1,4,1,0,0,0,1,2
GARY MCKINNEY,68,CAL,7/19/2023,1900,BOS,home,regular,1,1,4,1,0,0,0,0,3
JAMES BOWEN,98,CWS,9/9/2023,1400,PHP,home,regular,1,1,1,1,0,0,0,0,0
WALKER MCPHERSON,57,NYG,4/11/2023,2000,OAK,away,regular,1,1,4,1,0,0,0,1,2
RODRIGO HOBBS,65,DET,7/7/2023,1300,MTL,away,regular,4,1,4,1,0,0,3,0,0
BARRY WILSON,34,BAL,4/29/2023,1700,SLC,away,regular,2,1,2,2,0,0,0,0,0
EVAN PINEDA,64,MIN,7/4/2023,1900,CHI,home,regular,2,1,3,1,1,0,0,0,1
RODRIGO VELAZQUEZ,74,CIN,4/15/2023,1600,LAD,away,regular,0,0,3,0,0,0,0,0,3
LARRY PEREZ,68,CLE,7/7/2023,1900,STL,home,regular,3,3,3,1,1,0,1,0,0
